Customer_ID,R,F,M,R_score,F_score,M_score,RFM_SCORE,Segment
21328,349,2,2198,1,1,1,111,Hibernated Normal Value
21329,27,5,3583,3,2,2,322,Key Development
21330,15,11,11537,3,3,3,333,High Value
21331,279,2,1216,2,1,1,211,Normal Value
21332,92,3,3499,3,1,2,312,Normal Value
21333,45,8,10124,3,3,3,333,High Value
21334,1127,1,417,1,1,1,111,Hibernated Normal Value
21335,2,6,3152,3,2,2,322,Key Development
21336,329,6,2270,1,2,1,121,Hibernated Normal Value
21337,282,6,4398,2,2,2,222,Key Development
21338,62,2,2140,3,1,1,311,Normal Value
21339,30,5,4097,3,2,2,322,Key Development
21340,22,8,2970,3,3,2,332,High Value
21341,3,11,7910,3,3,3,333,High Value
21342,496,3,1595,1,1,1,111,Hibernated Normal Value
21343,325,6,2999,1,2,2,122,Churned High Value
21344,110,6,5646,2,2,3,223,Key Development
21345,150,2,2718,2,1,2,212,Normal Value
21346,77,7,5791,3,3,3,333,High Value
21347,71,7,4351,3,3,2,332,High Value
21348,515,5,3116,1,2,2,122,Churned High Value
21349,898,4,4662,1,1,3,113,Hibernated Normal Value
21350,58,9,6686,3,3,3,333,High Value
21351,174,9,6870,2,3,3,233,High Value
21352,234,4,2177,2,1,1,211,Normal Value
21353,104,6,5371,3,2,3,323,High Value
21354,16,6,4285,3,2,2,322,Key Development
21355,50,3,2522,3,1,1,311,Normal Value
21356,251,5,2879,2,2,2,222,Key Development
21357,158,6,3767,2,2,2,222,Key Development
21358,200,4,3316,2,1,2,212,Normal Value
21359,295,4,1902,1,1,1,111,Hibernated Normal Value
21360,159,7,5181,2,3,3,233,High Value
21361,-1,4,2619,3,1,1,311,Normal Value
21362,72,7,5095,3,3,3,333,High Value
21363,719,4,2053,1,1,1,111,Hibernated Normal Value
21364,70,4,3623,3,1,2,312,Normal Value
21365,445,9,9104,1,3,3,133,Churned High Value
21366,177,5,2465,2,2,1,221,Normal Value
21367,224,6,3363,2,2,2,222,Key Development
21368,319,5,1707,1,2,1,121,Hibernated Normal Value
21369,482,4,991,1,1,1,111,Hibernated Normal Value
21370,132,8,4974,2,3,3,233,High Value
21371,62,7,6120,3,3,3,333,High Value
21372,317,3,3741,1,1,2,112,Hibernated Normal Value
21373,114,6,5671,2,2,3,223,Key Development
21374,247,8,9808,2,3,3,233,High Value
21375,278,8,6740,2,3,3,233,High Value
21376,548,3,3285,1,1,2,112,Hibernated Normal Value
21377,154,3,3099,2,1,2,212,Normal Value
21378,227,6,5436,2,2,3,223,Key Development
21379,916,3,1991,1,1,1,111,Hibernated Normal Value
21380,310,3,3599,1,1,2,112,Hibernated Normal Value
21381,358,4,2284,1,1,1,111,Hibernated Normal Value
21382,888,3,2021,1,1,1,111,Hibernated Normal Value
21383,282,4,1999,2,1,1,211,Normal Value
21384,7,6,1671,3,2,1,321,Normal Value
21385,407,4,1905,1,1,1,111,Hibernated Normal Value
21386,129,6,3677,2,2,2,222,Key Development
21387,552,3,1767,1,1,1,111,Hibernated Normal Value
21388,75,3,3493,3,1,2,312,Normal Value
21389,241,5,4783,2,2,3,223,Key Development
21390,124,8,5592,2,3,3,233,High Value
21391,39,5,4992,3,2,3,323,High Value
21392,203,6,2594,2,2,1,221,Normal Value
21393,463,8,4632,1,3,3,133,Churned High Value
21394,104,4,2264,3,1,1,311,Normal Value
21395,179,6,3976,2,2,2,222,Key Development
21396,185,6,3602,2,2,2,222,Key Development
21397,16,3,930,3,1,1,311,Normal Value
21398,334,3,878,1,1,1,111,Hibernated Normal Value
21399,839,4,3206,1,1,2,112,Hibernated Normal Value
21400,442,7,4719,1,3,3,133,Churned High Value
21401,347,7,4808,1,3,3,133,Churned High Value
21402,96,8,10067,3,3,3,333,High Value
21403,5,7,5678,3,3,3,333,High Value
21404,45,5,5221,3,2,3,323,High Value
21405,152,1,584,2,1,1,211,Normal Value
21406,450,4,3443,1,1,2,112,Hibernated Normal Value
21407,469,3,2152,1,1,1,111,Hibernated Normal Value
21408,115,9,6962,2,3,3,233,High Value
21409,2,7,7934,3,3,3,333,High Value
21410,151,7,3121,2,3,2,232,Key Development
21411,286,3,3034,2,1,2,212,Normal Value
21412,113,11,6200,2,3,3,233,High Value
21413,994,2,209,1,1,1,111,Hibernated Normal Value
21414,236,7,2726,2,3,2,232,Key Development
21415,390,5,5475,1,2,3,123,Churned High Value
21416,417,1,1287,1,1,1,111,Hibernated Normal Value
21417,102,8,4187,3,3,2,332,High Value
21418,455,4,3905,1,1,2,112,Hibernated Normal Value
21419,173,7,5113,2,3,3,233,High Value
21420,224,2,1390,2,1,1,211,Normal Value
21421,376,4,2478,1,1,1,111,Hibernated Normal Value
21422,437,6,5535,1,2,3,123,Churned High Value
21423,254,5,6344,2,2,3,223,Key Development
21424,73,8,7686,3,3,3,333,High Value
21425,74,4,3672,3,1,2,312,Normal Value
21426,379,5,6947,1,2,3,123,Churned High Value
21427,461,5,4900,1,2,3,123,Churned High Value
21428,24,8,6991,3,3,3,333,High Value
21429,126,4,2823,2,1,2,212,Normal Value
21430,56,7,4529,3,3,2,332,High Value
21431,161,5,2718,2,2,2,222,Key Development
21432,79,8,6621,3,3,3,333,High Value
21433,437,2,2143,1,1,1,111,Hibernated Normal Value
21434,9,4,3900,3,1,2,312,Normal Value
21435,388,9,7780,1,3,3,133,Churned High Value
21436,18,5,3391,3,2,2,322,Key Development
21437,194,7,3637,2,3,2,232,Key Development
21438,571,4,2249,1,1,1,111,Hibernated Normal Value
21439,668,4,4131,1,1,2,112,Hibernated Normal Value
21440,472,4,1429,1,1,1,111,Hibernated Normal Value
21441,406,4,2765,1,1,2,112,Hibernated Normal Value
21442,73,4,2899,3,1,2,312,Normal Value
21443,216,5,2821,2,2,2,222,Key Development
21444,64,5,4362,3,2,2,322,Key Development
21445,122,3,1144,2,1,1,211,Normal Value
21446,122,5,4128,2,2,2,222,Key Development
21447,645,3,3016,1,1,2,112,Hibernated Normal Value
21448,248,5,2991,2,2,2,222,Key Development
21449,127,4,4136,2,1,2,212,Normal Value
21450,90,7,4475,3,3,2,332,High Value
21451,182,8,6548,2,3,3,233,High Value
21452,339,2,1611,1,1,1,111,Hibernated Normal Value
21453,86,2,1904,3,1,1,311,Normal Value
21454,33,8,4625,3,3,3,333,High Value
21455,237,6,4941,2,2,3,223,Key Development
21456,174,3,5167,2,1,3,213,Normal Value
21457,728,5,1829,1,2,1,121,Hibernated Normal Value
21458,675,4,4467,1,1,2,112,Hibernated Normal Value
21459,9,12,6034,3,3,3,333,High Value
21460,149,7,6279,2,3,3,233,High Value
21461,9,6,3376,3,2,2,322,Key Development
21462,46,4,5492,3,1,3,313,Key Development
21463,182,5,3688,2,2,2,222,Key Development
21464,62,2,2895,3,1,2,312,Normal Value
21465,2,5,3825,3,2,2,322,Key Development
21466,138,10,7242,2,3,3,233,High Value
21467,118,7,4907,2,3,3,233,High Value
21468,164,6,3509,2,2,2,222,Key Development
21469,546,5,3392,1,2,2,122,Churned High Value
21470,64,5,3590,3,2,2,322,Key Development
21471,660,1,1145,1,1,1,111,Hibernated Normal Value
21472,244,3,3609,2,1,2,212,Normal Value
21473,31,7,3689,3,3,2,332,High Value
21474,179,3,1790,2,1,1,211,Normal Value
21475,906,2,566,1,1,1,111,Hibernated Normal Value
21476,659,2,1222,1,1,1,111,Hibernated Normal Value
21477,28,6,4396,3,2,2,322,Key Development
21478,105,7,4973,3,3,3,333,High Value
21479,6,7,5268,3,3,3,333,High Value
21480,739,2,2127,1,1,1,111,Hibernated Normal Value
21481,80,11,10046,3,3,3,333,High Value
21482,324,3,1820,1,1,1,111,Hibernated Normal Value
21483,229,6,5202,2,2,3,223,Key Development
21484,24,9,8674,3,3,3,333,High Value
21485,7,6,4231,3,2,2,322,Key Development
21486,406,4,2940,1,1,2,112,Hibernated Normal Value
21487,235,6,4795,2,2,3,223,Key Development
21488,235,4,2396,2,1,1,211,Normal Value
21489,28,12,6327,3,3,3,333,High Value
21490,72,7,4272,3,3,2,332,High Value
21491,141,8,7420,2,3,3,233,High Value
21492,71,6,4863,3,2,3,323,High Value
21493,896,2,181,1,1,1,111,Hibernated Normal Value
21494,34,6,4632,3,2,3,323,High Value
21495,206,6,3614,2,2,2,222,Key Development
21496,143,3,1869,2,1,1,211,Normal Value
21497,167,8,3595,2,3,2,232,Key Development
21498,152,7,4315,2,3,2,232,Key Development
21499,840,4,1856,1,1,1,111,Hibernated Normal Value
21500,119,8,8306,2,3,3,233,High Value
21501,56,6,5117,3,2,3,323,High Value
21502,28,6,7387,3,2,3,323,High Value
21503,397,2,2296,1,1,1,111,Hibernated Normal Value
21504,95,6,2810,3,2,2,322,Key Development
21505,342,6,4666,1,2,3,123,Churned High Value
21506,16,8,7246,3,3,3,333,High Value
21507,160,1,288,2,1,1,211,Normal Value
21508,481,5,2588,1,2,1,121,Hibernated Normal Value
21509,597,6,2428,1,2,1,121,Hibernated Normal Value
21510,20,6,5054,3,2,3,323,High Value
21511,78,3,3701,3,1,2,312,Normal Value
21512,117,10,9632,2,3,3,233,High Value
21513,201,4,5542,2,1,3,213,Normal Value
21514,402,3,2887,1,1,2,112,Hibernated Normal Value
21515,264,4,3607,2,1,2,212,Normal Value
21516,397,8,6867,1,3,3,133,Churned High Value
21517,74,2,1553,3,1,1,311,Normal Value
21518,87,6,4685,3,2,3,323,High Value
21519,315,7,6260,1,3,3,133,Churned High Value
21520,568,3,2522,1,1,1,111,Hibernated Normal Value
21521,123,2,340,2,1,1,211,Normal Value
21522,410,3,1243,1,1,1,111,Hibernated Normal Value
21523,85,7,4158,3,3,2,332,High Value
21524,33,7,5509,3,3,3,333,High Value
21525,152,9,7945,2,3,3,233,High Value
21526,187,5,2246,2,2,1,221,Normal Value
21527,236,7,5006,2,3,3,233,High Value
21528,56,2,791,3,1,1,311,Normal Value
21529,11,5,6687,3,2,3,323,High Value
21530,217,9,5580,2,3,3,233,High Value
21531,317,4,4381,1,1,2,112,Hibernated Normal Value
21532,62,7,4524,3,3,2,332,High Value
21533,58,6,4466,3,2,2,322,Key Development
21534,58,5,5402,3,2,3,323,High Value
21535,1158,4,4864,1,1,3,113,Hibernated Normal Value
21536,84,6,4724,3,2,3,323,High Value
21537,108,10,9148,3,3,3,333,High Value
21538,120,2,2160,2,1,1,211,Normal Value
21539,618,2,1625,1,1,1,111,Hibernated Normal Value
21540,109,8,6134,2,3,3,233,High Value
21541,379,2,482,1,1,1,111,Hibernated Normal Value
21542,75,6,2860,3,2,2,322,Key Development
21543,448,5,5126,1,2,3,123,Churned High Value
21544,604,4,6273,1,1,3,113,Hibernated Normal Value
21545,123,1,1155,2,1,1,211,Normal Value
21546,197,5,3615,2,2,2,222,Key Development
21547,293,3,1491,1,1,1,111,Hibernated Normal Value
21548,92,8,5330,3,3,3,333,High Value
21549,110,7,7150,2,3,3,233,High Value
21550,440,6,3095,1,2,2,122,Churned High Value
21551,284,3,3290,2,1,2,212,Normal Value
21552,23,4,2978,3,1,2,312,Normal Value
21553,236,4,2424,2,1,1,211,Normal Value
21554,586,5,8517,1,2,3,123,Churned High Value
21555,334,6,3161,1,2,2,122,Churned High Value
21556,114,7,4951,2,3,3,233,High Value
21557,682,5,3946,1,2,2,122,Churned High Value
21558,10,6,4674,3,2,3,323,High Value
21559,661,3,2456,1,1,1,111,Hibernated Normal Value
21560,157,6,4025,2,2,2,222,Key Development
21561,283,7,3881,2,3,2,232,Key Development
21562,586,8,6558,1,3,3,133,Churned High Value
21563,259,8,6164,2,3,3,233,High Value
21564,44,4,2145,3,1,1,311,Normal Value
21566,756,5,4022,1,2,2,122,Churned High Value
21567,270,4,4817,2,1,3,213,Normal Value
21568,180,5,5146,2,2,3,223,Key Development
21569,1,6,4183,3,2,2,322,Key Development
21570,383,4,4184,1,1,2,112,Hibernated Normal Value
21571,382,4,4560,1,1,3,113,Hibernated Normal Value
21572,21,4,3571,3,1,2,312,Normal Value
21573,162,3,1949,2,1,1,211,Normal Value
21574,130,5,3513,2,2,2,222,Key Development
21575,68,6,3131,3,2,2,322,Key Development
21576,39,9,6386,3,3,3,333,High Value
21577,13,5,1576,3,2,1,321,Normal Value
21578,36,7,6635,3,3,3,333,High Value
21579,224,6,1848,2,2,1,221,Normal Value
21580,1034,3,1589,1,1,1,111,Hibernated Normal Value
21581,7,8,4265,3,3,2,332,High Value
21582,359,4,2381,1,1,1,111,Hibernated Normal Value
21583,155,4,2599,2,1,1,211,Normal Value
21584,522,2,1930,1,1,1,111,Hibernated Normal Value
21585,377,3,1090,1,1,1,111,Hibernated Normal Value
21586,693,3,2365,1,1,1,111,Hibernated Normal Value
21587,174,10,10490,2,3,3,233,High Value
21588,405,3,2536,1,1,1,111,Hibernated Normal Value
21589,118,5,3221,2,2,2,222,Key Development
21590,274,5,4520,2,2,2,222,Key Development
21591,270,7,6846,2,3,3,233,High Value
21592,602,3,3256,1,1,2,112,Hibernated Normal Value
21593,353,4,3055,1,1,2,112,Hibernated Normal Value
21594,327,5,3811,1,2,2,122,Churned High Value
21595,390,5,5299,1,2,3,123,Churned High Value
21596,6,3,1312,3,1,1,311,Normal Value
21597,680,2,730,1,1,1,111,Hibernated Normal Value
21598,259,3,2343,2,1,1,211,Normal Value
21599,75,1,390,3,1,1,311,Normal Value
21600,217,9,5826,2,3,3,233,High Value
21601,84,7,3329,3,3,2,332,High Value
21602,148,4,2589,2,1,1,211,Normal Value
21603,11,4,1805,3,1,1,311,Normal Value
21604,212,6,5080,2,2,3,223,Key Development
21605,1,4,2422,3,1,1,311,Normal Value
21606,7,8,6780,3,3,3,333,High Value
21607,513,3,1202,1,1,1,111,Hibernated Normal Value
21608,598,4,3825,1,1,2,112,Hibernated Normal Value
21609,57,6,4068,3,2,2,322,Key Development
21610,17,4,3454,3,1,2,312,Normal Value
21611,823,4,4785,1,1,3,113,Hibernated Normal Value
21612,63,5,4448,3,2,2,322,Key Development
21613,36,3,1509,3,1,1,311,Normal Value
21614,311,5,5003,1,2,3,123,Churned High Value
21615,452,8,6825,1,3,3,133,Churned High Value
21616,-1,5,2469,3,2,1,321,Normal Value
21617,72,8,6379,3,3,3,333,High Value
21618,390,5,3329,1,2,2,122,Churned High Value
21619,208,4,3975,2,1,2,212,Normal Value
21620,816,3,3123,1,1,2,112,Hibernated Normal Value
21621,240,5,6105,2,2,3,223,Key Development
21622,303,3,2802,1,1,2,112,Hibernated Normal Value
21623,619,5,4390,1,2,2,122,Churned High Value
21624,58,4,3191,3,1,2,312,Normal Value
21625,487,4,1923,1,1,1,111,Hibernated Normal Value
21626,251,6,3530,2,2,2,222,Key Development
21627,187,10,8199,2,3,3,233,High Value
21628,584,4,3831,1,1,2,112,Hibernated Normal Value
21629,167,6,5476,2,2,3,223,Key Development
21630,151,6,5454,2,2,3,223,Key Development
21631,635,5,3231,1,2,2,122,Churned High Value
21632,936,1,693,1,1,1,111,Hibernated Normal Value
21633,200,6,6461,2,2,3,223,Key Development
21634,118,7,6218,2,3,3,233,High Value
21635,102,5,2711,3,2,1,321,Normal Value
21636,788,5,3469,1,2,2,122,Churned High Value
21637,573,3,2759,1,1,2,112,Hibernated Normal Value
21638,274,5,2574,2,2,1,221,Normal Value
21639,3,5,2111,3,2,1,321,Normal Value
21640,448,4,3713,1,1,2,112,Hibernated Normal Value
21641,462,2,2352,1,1,1,111,Hibernated Normal Value
21642,169,5,4077,2,2,2,222,Key Development
21643,445,4,3606,1,1,2,112,Hibernated Normal Value
21644,18,6,6578,3,2,3,323,High Value
21645,7,5,4082,3,2,2,322,Key Development
21646,86,5,2179,3,2,1,321,Normal Value
21647,294,4,2671,1,1,1,111,Hibernated Normal Value
21648,64,9,8339,3,3,3,333,High Value
21649,169,6,3248,2,2,2,222,Key Development
21650,89,7,4450,3,3,2,332,High Value
21651,67,6,3097,3,2,2,322,Key Development
21652,52,4,1943,3,1,1,311,Normal Value
21653,221,7,3988,2,3,2,232,Key Development
21654,133,5,5668,2,2,3,223,Key Development
21655,351,7,3492,1,3,2,132,Churned High Value
21656,344,7,3415,1,3,2,132,Churned High Value
21657,384,3,2496,1,1,1,111,Hibernated Normal Value
21658,396,2,621,1,1,1,111,Hibernated Normal Value
21659,240,6,4971,2,2,3,223,Key Development
21660,478,2,2835,1,1,2,112,Hibernated Normal Value
21661,491,1,52,1,1,1,111,Hibernated Normal Value
21662,378,7,3397,1,3,2,132,Churned High Value
21663,611,4,1782,1,1,1,111,Hibernated Normal Value
21664,502,6,7475,1,2,3,123,Churned High Value
21665,22,5,2587,3,2,1,321,Normal Value
21666,90,3,3640,3,1,2,312,Normal Value
21667,350,6,5364,1,2,3,123,Churned High Value
21668,73,9,7975,3,3,3,333,High Value
21669,377,5,3302,1,2,2,122,Churned High Value
21670,382,6,3541,1,2,2,122,Churned High Value
21671,11,7,4229,3,3,2,332,High Value
21672,95,11,8619,3,3,3,333,High Value
21673,334,5,8187,1,2,3,123,Churned High Value
21674,40,6,4229,3,2,2,322,Key Development
21675,206,5,5194,2,2,3,223,Key Development
21676,200,5,3533,2,2,2,222,Key Development
21677,52,4,1657,3,1,1,311,Normal Value
21678,101,8,6846,3,3,3,333,High Value
21679,39,5,4298,3,2,2,322,Key Development
21680,358,4,2809,1,1,2,112,Hibernated Normal Value
21681,532,3,2188,1,1,1,111,Hibernated Normal Value
21682,122,6,1830,2,2,1,221,Normal Value
21683,79,8,8643,3,3,3,333,High Value
21684,75,9,9781,3,3,3,333,High Value
21685,46,5,2287,3,2,1,321,Normal Value
21686,22,3,2782,3,1,2,312,Normal Value
21687,206,8,4984,2,3,3,233,High Value
21688,852,4,2101,1,1,1,111,Hibernated Normal Value
21689,444,4,4829,1,1,3,113,Hibernated Normal Value
21690,66,6,4300,3,2,2,322,Key Development
21691,249,5,4731,2,2,3,223,Key Development
21692,66,8,7731,3,3,3,333,High Value
21693,74,3,1346,3,1,1,311,Normal Value
21694,1,7,6757,3,3,3,333,High Value
21695,147,6,8251,2,2,3,223,Key Development
21696,90,4,3470,3,1,2,312,Normal Value
21697,39,3,2196,3,1,1,311,Normal Value
21698,127,5,6858,2,2,3,223,Key Development
21699,9,6,3836,3,2,2,322,Key Development
21700,39,7,1969,3,3,1,331,Normal Value
21701,156,2,1209,2,1,1,211,Normal Value
21702,380,4,5691,1,1,3,113,Hibernated Normal Value
21703,166,6,3619,2,2,2,222,Key Development
21704,428,5,2639,1,2,1,121,Hibernated Normal Value
21705,580,4,3135,1,1,2,112,Hibernated Normal Value
21706,91,6,5949,3,2,3,323,High Value
21707,139,5,6288,2,2,3,223,Key Development
21708,959,2,1968,1,1,1,111,Hibernated Normal Value
21709,179,7,7061,2,3,3,233,High Value
21710,263,7,6633,2,3,3,233,High Value
21711,199,5,5940,2,2,3,223,Key Development
21712,24,7,5450,3,3,3,333,High Value
21713,736,5,3328,1,2,2,122,Churned High Value
21714,144,10,9134,2,3,3,233,High Value
21715,25,3,2325,3,1,1,311,Normal Value
21716,143,7,6593,2,3,3,233,High Value
21717,57,3,1428,3,1,1,311,Normal Value
21718,63,7,4537,3,3,2,332,High Value
21719,805,2,2444,1,1,1,111,Hibernated Normal Value
21720,319,5,3631,1,2,2,122,Churned High Value
21721,53,3,1293,3,1,1,311,Normal Value
21722,11,7,6759,3,3,3,333,High Value
21723,218,10,7815,2,3,3,233,High Value
21724,309,1,65,1,1,1,111,Hibernated Normal Value
21725,264,9,5045,2,3,3,233,High Value
21726,42,3,2909,3,1,2,312,Normal Value
21727,371,3,1371,1,1,1,111,Hibernated Normal Value
21728,6,8,5544,3,3,3,333,High Value
21729,165,6,4367,2,2,2,222,Key Development
21730,272,7,5239,2,3,3,233,High Value
21731,81,5,3609,3,2,2,322,Key Development
21732,21,4,2095,3,1,1,311,Normal Value
21733,894,1,1632,1,1,1,111,Hibernated Normal Value
21734,585,4,1778,1,1,1,111,Hibernated Normal Value
21735,1098,1,183,1,1,1,111,Hibernated Normal Value
21736,57,4,4480,3,1,2,312,Normal Value
21737,110,7,3675,2,3,2,232,Key Development
21738,119,3,3902,2,1,2,212,Normal Value
21739,901,2,1453,1,1,1,111,Hibernated Normal Value
21740,224,5,4258,2,2,2,222,Key Development
21741,152,8,8639,2,3,3,233,High Value
21742,30,7,4422,3,3,2,332,High Value
21744,214,5,4193,2,2,2,222,Key Development
21745,89,5,4987,3,2,3,323,High Value
21746,232,4,2633,2,1,1,211,Normal Value
21747,625,4,4377,1,1,2,112,Hibernated Normal Value
21748,518,5,4313,1,2,2,122,Churned High Value
21749,223,4,3520,2,1,2,212,Normal Value
21750,100,5,2618,3,2,1,321,Normal Value
21751,286,5,4392,2,2,2,222,Key Development
21752,25,6,3928,3,2,2,322,Key Development
21753,185,6,4925,2,2,3,223,Key Development
21754,128,3,1921,2,1,1,211,Normal Value
21755,20,7,4361,3,3,2,332,High Value
21756,414,4,3640,1,1,2,112,Hibernated Normal Value
21757,253,4,3841,2,1,2,212,Normal Value
21758,247,6,5306,2,2,3,223,Key Development
21759,231,5,4607,2,2,3,223,Key Development
21760,318,5,4684,1,2,3,123,Churned High Value
21761,358,4,3330,1,1,2,112,Hibernated Normal Value
21762,311,5,3350,1,2,2,122,Churned High Value
21763,673,2,1764,1,1,1,111,Hibernated Normal Value
21764,104,6,4076,3,2,2,322,Key Development
21765,169,10,7708,2,3,3,233,High Value
21766,276,7,4864,2,3,3,233,High Value
21767,260,4,4523,2,1,2,212,Normal Value
21768,62,5,3209,3,2,2,322,Key Development
21769,361,4,4185,1,1,2,112,Hibernated Normal Value
21770,273,3,1539,2,1,1,211,Normal Value
21771,89,8,3964,3,3,2,332,High Value
21772,47,7,4892,3,3,3,333,High Value
21773,160,1,198,2,1,1,211,Normal Value
21774,440,7,4538,1,3,2,132,Churned High Value
21775,71,2,2181,3,1,1,311,Normal Value
21776,1033,1,1672,1,1,1,111,Hibernated Normal Value
21777,103,5,2601,3,2,1,321,Normal Value
21778,579,4,3003,1,1,2,112,Hibernated Normal Value
21779,122,7,6518,2,3,3,233,High Value
21780,470,8,7430,1,3,3,133,Churned High Value
21781,13,4,3237,3,1,2,312,Normal Value
21782,457,1,2420,1,1,1,111,Hibernated Normal Value
21783,476,2,1338,1,1,1,111,Hibernated Normal Value
21784,294,2,2727,1,1,2,112,Hibernated Normal Value
21785,19,5,5258,3,2,3,323,High Value
21786,470,4,2827,1,1,2,112,Hibernated Normal Value
21787,164,4,3264,2,1,2,212,Normal Value
21788,222,3,2295,2,1,1,211,Normal Value
21789,74,5,1926,3,2,1,321,Normal Value
21790,157,2,1205,2,1,1,211,Normal Value
21791,563,2,3356,1,1,2,112,Hibernated Normal Value
21792,243,8,4797,2,3,3,233,High Value
21793,116,5,4990,2,2,3,223,Key Development
21794,233,6,4109,2,2,2,222,Key Development
21795,11,11,7053,3,3,3,333,High Value
21796,301,7,6625,1,3,3,133,Churned High Value
21797,842,3,1610,1,1,1,111,Hibernated Normal Value
21798,586,5,8535,1,2,3,123,Churned High Value
21799,37,9,4348,3,3,2,332,High Value
21800,204,6,4835,2,2,3,223,Key Development
21801,373,4,3165,1,1,2,112,Hibernated Normal Value
21802,448,6,3231,1,2,2,122,Churned High Value
21803,322,4,3983,1,1,2,112,Hibernated Normal Value
21804,127,5,6498,2,2,3,223,Key Development
21805,430,4,3978,1,1,2,112,Hibernated Normal Value
21806,417,4,2132,1,1,1,111,Hibernated Normal Value
21807,93,2,745,3,1,1,311,Normal Value
21808,59,5,4464,3,2,2,322,Key Development
21809,338,3,3220,1,1,2,112,Hibernated Normal Value
21810,37,4,3014,3,1,2,312,Normal Value
21811,228,6,3393,2,2,2,222,Key Development
21812,477,7,9732,1,3,3,133,Churned High Value
21813,41,2,1795,3,1,1,311,Normal Value
21814,1203,1,132,1,1,1,111,Hibernated Normal Value
21815,124,5,4280,2,2,2,222,Key Development
21816,164,6,5263,2,2,3,223,Key Development
21817,18,4,1466,3,1,1,311,Normal Value
21818,228,6,9088,2,2,3,223,Key Development
21819,145,7,5431,2,3,3,233,High Value
21820,69,6,2691,3,2,1,321,Normal Value
21821,498,2,2612,1,1,1,111,Hibernated Normal Value
21822,383,3,324,1,1,1,111,Hibernated Normal Value
21823,185,5,3332,2,2,2,222,Key Development
21824,417,10,5918,1,3,3,133,Churned High Value
21825,415,1,1460,1,1,1,111,Hibernated Normal Value
21826,284,3,2876,2,1,2,212,Normal Value
21827,33,7,7111,3,3,3,333,High Value
21828,43,4,3574,3,1,2,312,Normal Value
21829,68,9,9415,3,3,3,333,High Value
21830,70,6,7436,3,2,3,323,High Value
21831,37,3,3736,3,1,2,312,Normal Value
21832,292,6,3517,2,2,2,222,Key Development
21833,319,6,5831,1,2,3,123,Churned High Value
21834,400,5,3265,1,2,2,122,Churned High Value
21835,430,4,4464,1,1,2,112,Hibernated Normal Value
21836,114,3,2573,2,1,1,211,Normal Value
21837,6,6,7405,3,2,3,323,High Value
21838,50,8,5451,3,3,3,333,High Value
21839,612,7,7450,1,3,3,133,Churned High Value
21840,56,7,7796,3,3,3,333,High Value
21841,95,6,5513,3,2,3,323,High Value
21842,55,2,922,3,1,1,311,Normal Value
21843,970,2,926,1,1,1,111,Hibernated Normal Value
21844,91,4,4677,3,1,3,313,Key Development
21845,150,5,1601,2,2,1,221,Normal Value
21846,406,5,3829,1,2,2,122,Churned High Value
21847,4,6,3228,3,2,2,322,Key Development
21848,81,4,2876,3,1,2,312,Normal Value
21849,303,6,2294,1,2,1,121,Hibernated Normal Value
21850,273,3,3003,2,1,2,212,Normal Value
21851,242,5,2302,2,2,1,221,Normal Value
21852,1280,2,1821,1,1,1,111,Hibernated Normal Value
21853,522,5,3905,1,2,2,122,Churned High Value
21854,33,8,5701,3,3,3,333,High Value
21855,65,4,1878,3,1,1,311,Normal Value
21856,505,6,7052,1,2,3,123,Churned High Value
21857,76,7,6709,3,3,3,333,High Value
21858,15,8,6770,3,3,3,333,High Value
21859,5,2,1948,3,1,1,311,Normal Value
21860,97,11,8479,3,3,3,333,High Value
21861,112,3,2594,2,1,1,211,Normal Value
21862,202,6,5752,2,2,3,223,Key Development
21863,275,7,8016,2,3,3,233,High Value
21864,100,7,6437,3,3,3,333,High Value
21865,500,5,4320,1,2,2,122,Churned High Value
21866,24,6,5451,3,2,3,323,High Value
21867,63,4,3906,3,1,2,312,Normal Value
21868,82,7,6308,3,3,3,333,High Value
21869,15,7,5866,3,3,3,333,High Value
21870,110,7,3749,2,3,2,232,Key Development
21871,167,8,5135,2,3,3,233,High Value
21872,38,6,7193,3,2,3,323,High Value
21873,558,5,3968,1,2,2,122,Churned High Value
21874,367,5,4524,1,2,2,122,Churned High Value
21875,425,4,3265,1,1,2,112,Hibernated Normal Value
21876,185,2,2408,2,1,1,211,Normal Value
21877,136,5,5091,2,2,3,223,Key Development
21878,106,11,9697,3,3,3,333,High Value
21879,79,3,592,3,1,1,311,Normal Value
21880,328,8,8520,1,3,3,133,Churned High Value
21881,237,3,2691,2,1,1,211,Normal Value
21882,146,9,7767,2,3,3,233,High Value
21883,300,11,8372,1,3,3,133,Churned High Value
21884,286,7,5875,2,3,3,233,High Value
21885,103,5,3730,3,2,2,322,Key Development
21886,92,8,6966,3,3,3,333,High Value
21887,25,11,9028,3,3,3,333,High Value
21888,130,4,3319,2,1,2,212,Normal Value
21889,726,6,5143,1,2,3,123,Churned High Value
21890,69,10,6359,3,3,3,333,High Value
21891,26,6,7302,3,2,3,323,High Value
21892,651,2,2304,1,1,1,111,Hibernated Normal Value
21893,88,5,3832,3,2,2,322,Key Development
21894,53,3,2619,3,1,1,311,Normal Value
21895,66,3,1764,3,1,1,311,Normal Value
21896,230,5,3942,2,2,2,222,Key Development
21897,235,3,1891,2,1,1,211,Normal Value
21898,811,1,994,1,1,1,111,Hibernated Normal Value
